userId,itemId,rating,userId_original,itemId_original
0,0,1.2014194497165842,642fc592425c4ec083492318,642fc23e399e4878f702fe47
0,1,0.86952857025962,642fc592425c4ec083492318,642fc23e399e4878f703a130
0,2,2.042868895269594,642fc592425c4ec083492318,642fc23d399e4878f700515a
0,3,3.973092887410914,642fc592425c4ec083492318,642fc23e399e4878f701a1c8
0,4,2.62477555682521,642fc592425c4ec083492318,642fc23e399e4878f70498b0
0,5,4.574881573761952,642fc592425c4ec083492318,642fc23d399e4878f7ffa932
0,6,4.734469542892059,642fc592425c4ec083492318,642fc23e399e4878f7044d1d
0,7,2.947179766156083,642fc592425c4ec083492318,642fc23e399e4878f70244fb
0,8,3.2448806144376467,642fc592425c4ec083492318,642fc23e399e4878f70352a2
0,9,2.601196915824229,642fc592425c4ec083492318,642fc23e399e4878f703f379
0,10,4.216185298688057,642fc592425c4ec083492318,642fc23e399e4878f703e51a
0,11,0.6670437440969007,642fc592425c4ec083492318,642fc23d399e4878f7002734
0,12,3.3622110889218697,642fc592425c4ec083492318,642fc23e399e4878f70347d6
0,13,1.0141032660637612,642fc592425c4ec083492318,642fc23e399e4878f703b176
0,14,3.0701996152336752,642fc592425c4ec083492318,642fc23e399e4878f70383fa
0,15,0.0594004414433907,642fc592425c4ec083492318,642fc23d399e4878f70041b4
0,16,2.551055970305096,642fc592425c4ec083492318,642fc23e399e4878f7048a78
0,17,0.8642400668542832,642fc592425c4ec083492318,642fc23e399e4878f7051b1b
0,18,4.585477679435948,642fc592425c4ec083492318,642fc23e399e4878f70284df
0,19,3.761566248566493,642fc592425c4ec083492318,642fc23e399e4878f70278fd
0,20,3.482208185311271,642fc592425c4ec083492318,642fc23e399e4878f70171ec
0,21,1.4284171469213724,642fc592425c4ec083492318,642fc23e399e4878f701d278
0,22,0.487136404613282,642fc592425c4ec083492318,642fc23d399e4878f7004147
0,23,3.6636779042938814,642fc592425c4ec083492318,642fc23d399e4878f700bd86
0,24,1.1997753890319918,642fc592425c4ec083492318,642fc23d399e4878f7ff4aee
0,25,4.072598421189433,642fc592425c4ec083492318,642fc23d399e4878f7ff72bb
0,26,0.7625317248730001,642fc592425c4ec083492318,642fc23e399e4878f7053398
0,27,1.329367281697924,642fc592425c4ec083492318,642fc23e399e4878f7054ad0
0,28,2.8231872481273736,642fc592425c4ec083492318,642fc23e399e4878f70430c8
0,29,3.8159581536868377,642fc592425c4ec083492318,642fc23e399e4878f7030985
0,30,1.916329163434164,642fc592425c4ec083492318,642fc23e399e4878f702527f
0,31,1.760054986619819,642fc592425c4ec083492318,642fc23e399e4878f7019cbd
0,32,1.2981220600123096,642fc592425c4ec083492318,642fc23e399e4878f703c9cc
0,33,2.406690127421454,642fc592425c4ec083492318,642fc23e399e4878f7037e94
0,34,2.427678503812831,642fc592425c4ec083492318,642fc23e399e4878f702f624
0,35,1.835296696382679,642fc592425c4ec083492318,642fc23e399e4878f7048348
0,36,0.4672769191901338,642fc592425c4ec083492318,642fc23e399e4878f701bd99
0,37,3.972712571484125,642fc592425c4ec083492318,642fc23d399e4878f7ff1651
0,38,3.4456423763535917,642fc592425c4ec083492318,642fc23e399e4878f702c4ed
0,39,4.415439636688122,642fc592425c4ec083492318,642fc23d399e4878f7ff6d67
0,40,0.4669772487746987,642fc592425c4ec083492318,642fc23d399e4878f7ff3457
0,41,3.039026516423502,642fc592425c4ec083492318,642fc23d399e4878f70075ed
0,42,1.8187161937937,642fc592425c4ec083492318,642fc23d399e4878f7ff9623
0,43,3.998861559650976,642fc592425c4ec083492318,642fc23d399e4878f70148ae
0,44,4.688592949935617,642fc592425c4ec083492318,642fc23e399e4878f701fed2
0,45,0.1108567445129532,642fc592425c4ec083492318,642fc23e399e4878f703c915
0,46,2.435460151484204,642fc592425c4ec083492318,642fc23e399e4878f7046342
0,47,4.733070336692962,642fc592425c4ec083492318,642fc23d399e4878f7ff1ad0
